Guanajuato (5)	20.67001609	-101.4999909
Mexico (3)	19.41001548	-99.02998661
Michoacan (7)	19.67997316	-100.569996
Oaxaca (10)	17	        -96
Puebla (5)	18.90002077	-98.44999618
Veracruz (12)	17.93997601	-94.73999007
Chiapas (5)	16.74999697	-91.5
Tabasco (5)	18.00002545	-92.5
Guerrero (10)	17.54997398	-98.5
