Region_name Time_period Cluseter_id Lon(deg) Lat(deg) Depth(km) Magnitude Year Month Day Hour Minute Second
TONGA3 1995-1999 cluster_1 184.49 -23.45200 33 5. 1997 3 12 1 55 0.9800
TONGA3 1995-1999 cluster_1 184.445 -23.32900 33 4.8 1997 3 15 0 50 59.9300
TONGA3 1995-1999 cluster_1 184.441 -23.15900 22.9 4.8 1997 3 24 3 38 30.0300
TONGA3 1995-1999 cluster_2 185.189 -21.76900 34.3 4.8 1996 3 23 6 27 34.7400
TONGA3 1995-1999 cluster_2 185.261 -21.74000 33 4.5 1996 3 26 12 30 8.8300
TONGA3 1995-1999 cluster_2 185.022 -22.11600 33 4.6 1996 4 22 6 9 18.8100
TONGA3 1995-1999 cluster_2 184.787 -21.71200 35.6 5.6 1996 6 28 2 41 13.3600
TONGA3 1995-1999 cluster_2 184.82 -21.88300 33 5.6 1996 6 28 9 34 42.5200
TONGA4 1995-1999 cluster_1 183.896 -27.03200 67 5.3 1995 1 8 13 41 13.9300
TONGA4 1995-1999 cluster_1 183.488 -27.12300 81.2 5.5 1995 1 22 12 4 48.4200
TONGA4 1995-1999 cluster_1 183.528 -26.83500 33 5.7 1995 1 23 10 16 18.5300
TONGA4 1995-1999 cluster_1 183.543 -27.15300 33 5.4 1995 1 24 17 57 1.3100
TONGA4 1995-1999 cluster_1 183.585 -27.22600 71.1 4.5 1995 1 24 20 55 56.1300
TONGA4 1995-1999 cluster_1 183.702 -27.33100 92.1 4.5 1995 1 25 12 12 10.2800
TONGA4 1995-1999 cluster_1 183.452 -26.97500 51.5 5.7 1995 1 25 19 0 34.0400
TONGA4 1995-1999 cluster_1 183.462 -26.96100 47.2 5.1 1995 1 26 5 16 50.6300
TONGA4 1995-1999 cluster_1 183.438 -27.26100 103.2 5.3 1995 1 27 16 24 17.7000
TONGA4 1995-1999 cluster_1 183.557 -27.11500 33 4.8 1995 3 3 0 0 11.2800
TONGA4 1995-1999 cluster_1 183.559 -27.13000 33 4.8 1995 3 3 0 43 22.8100
TONGA4 1995-1999 cluster_1 183.437 -26.69500 33 4.5 1995 3 7 13 35 19.2200
TONGA4 1995-1999 cluster_1 183.5 -27.21200 34.1 5.2 1995 4 10 12 53 18.4100
TONGA4 1995-1999 cluster_1 183.325 -27.22900 70 4.5 1995 4 10 23 4 21.7500
TONGA4 1995-1999 cluster_2 183.997 -23.93600 51.5 5.5 1995 5 27 14 32 46.3200
TONGA4 1995-1999 cluster_2 184.125 -23.96300 85.2 5.5 1995 5 27 14 35 38.2800
TONGA4 1995-1999 cluster_2 184.116 -24.00400 33 5. 1995 5 28 5 52 16.1400
TONGA4 1995-1999 cluster_2 184.028 -23.98600 33 5.3 1995 5 28 5 57 40.7000
TONGA4 1995-1999 cluster_2 183.863 -23.79700 36.6 4.7 1995 5 28 9 54 12.1300
TONGA4 1995-1999 cluster_2 184.147 -23.59200 33 4.8 1995 5 28 14 5 11.0500
KERMADEC1 1995-1999 cluster_1 182.893 -30.23800 33 4.5 1997 3 30 10 36 55.7800
KERMADEC1 1995-1999 cluster_1 182.286 -30.21000 33 4.9 1997 4 27 6 2 32.3200
KERMADEC1 1995-1999 cluster_1 182.579 -30.30200 33 4.9 1997 5 8 11 10 14.1700
KERMADEC1 1995-1999 cluster_1 182.586 -30.42700 33 5.6 1997 5 18 4 58 34.2600
KERMADEC1 1995-1999 cluster_1 182.721 -30.33800 33 4.8 1997 5 18 5 10 56.2900
KERMADEC1 1995-1999 cluster_1 182.636 -30.10200 33 4.5 1997 5 18 5 21 59.6500
KERMADEC1 1995-1999 cluster_1 182.693 -30.26100 33 4.8 1997 5 18 16 54 53.2000
KERMADEC1 1995-1999 cluster_1 182.48 -30.23700 33 4.9 1997 5 18 17 27 37.3200
KERMADEC1 1995-1999 cluster_1 182.769 -30.36300 50 4.6 1997 5 21 5 28 28.0800
KERMADEC1 1995-1999 cluster_1 182.643 -30.35700 33 4.7 1997 6 3 0 43 6.7400
KERMADEC1 1995-1999 cluster_2 183.504 -28.19200 36.6 4.8 1995 3 18 7 24 53.5200
KERMADEC1 1995-1999 cluster_2 183.251 -28.03900 81.3 4.6 1995 4 11 10 40 6.5500
KERMADEC1 1995-1999 cluster_2 183.532 -27.85500 33 5.5 1995 5 21 16 50 39.3000
KERMADEC1 1995-1999 cluster_2 183.381 -27.92300 71.6 4.7 1995 5 22 15 7 5.4600
KERMADEC1 1995-1999 cluster_2 183.67 -27.91300 64.3 5.5 1995 5 23 7 20 19.3600
KERMADEC2 1995-1999 cluster_1 182.387 -30.50500 100 4.9 1997 2 3 20 4 32.1900
KERMADEC2 1995-1999 cluster_1 181.989 -30.45200 72 4.6 1997 3 1 9 13 31.5600
KERMADEC2 1995-1999 cluster_1 182.146 -30.89800 100 5.4 1997 3 7 17 55 25.4700
KERMADEC2 1995-1999 cluster_1 181.878 -31.24800 200 4.5 1997 3 7 18 18 14.2500
KERMADEC2 1995-1999 cluster_1 182.268 -31.07800 10 6.1 1997 3 11 5 25 57.7600
KERMADEC2 1995-1999 cluster_1 181.969 -31.36100 150 4.9 1997 3 12 22 54 27.6300
KERMADEC2 1995-1999 cluster_1 182.363 -31.14900 33 4.9 1997 3 13 0 6 48.9900
KERMADEC2 1995-1999 cluster_1 182.217 -31.01300 100 4.5 1997 3 14 12 46 16.6400
KERMADEC2 1995-1999 cluster_1 182.277 -31.13300 100 4.8 1997 3 14 12 46 52.5100
KERMADEC2 1995-1999 cluster_1 182.366 -30.88600 33 4.6 1997 3 16 21 24 19.8300
KERMADEC2 1995-1999 cluster_1 182.363 -31.37300 33 4.6 1997 3 18 3 28 47.6000
KERMADEC2 1995-1999 cluster_1 182.52 -31.12000 33 4.7 1997 3 18 7 44 41.3200
KERMADEC2 1995-1999 cluster_1 182.012 -30.84900 33 4.9 1997 3 18 19 51 58.1900
KERMADEC2 1995-1999 cluster_1 182.307 -31.05900 33 4.6 1997 3 19 1 50 26.2700
KERMADEC2 1995-1999 cluster_1 182.428 -30.83700 33 5. 1997 3 26 12 7 0.5800
KERMADEC2 1995-1999 cluster_1 182.893 -30.23800 33 4.5 1997 3 30 10 36 55.7800
KERMADEC2 1995-1999 cluster_1 182.186 -31.08800 33 4.9 1997 4 18 19 25 47.7200
KERMADEC2 1995-1999 cluster_1 182.286 -30.21000 33 4.9 1997 4 27 6 2 32.3200
KERMADEC2 1995-1999 cluster_1 182.579 -30.30200 33 4.9 1997 5 8 11 10 14.1700
KERMADEC2 1995-1999 cluster_1 182.586 -30.42700 33 5.6 1997 5 18 4 58 34.2600
KERMADEC2 1995-1999 cluster_1 182.721 -30.33800 33 4.8 1997 5 18 5 10 56.2900
KERMADEC2 1995-1999 cluster_1 182.636 -30.10200 33 4.5 1997 5 18 5 21 59.6500
KERMADEC2 1995-1999 cluster_1 182.693 -30.26100 33 4.8 1997 5 18 16 54 53.2000
KERMADEC2 1995-1999 cluster_1 182.48 -30.23700 33 4.9 1997 5 18 17 27 37.3200
KERMADEC2 1995-1999 cluster_1 182.769 -30.36300 50 4.6 1997 5 21 5 28 28.0800
KERMADEC2 1995-1999 cluster_1 182.643 -30.35700 33 4.7 1997 6 3 0 43 6.7400
KERMADEC3 1995-1999 cluster_1 180.76 -34.45400 33 4.6 1998 9 12 14 14 42.6100
KERMADEC3 1995-1999 cluster_1 181.214 -34.27900 52.1 4.9 1999 3 9 16 34 48.6700
KERMADEC3 1995-1999 cluster_1 181.03 -34.01900 33 5.5 1999 5 6 13 21 32.3000
KERMADEC3 1995-1999 cluster_1 180.806 -34.39200 58.1 5.3 1999 5 8 0 15 8.6400
KERMADEC3 1995-1999 cluster_1 181.09 -34.38200 33 4.8 1999 5 11 20 12 53.5300
KERMADEC3 1995-1999 cluster_1 181.104 -34.23200 67.8 5.4 1999 5 12 9 41 39.5600
KERMADEC3 1995-1999 cluster_2 180.956 -33.83600 33 4.8 1999 10 9 9 2 48.1100
KERMADEC3 1995-1999 cluster_2 180.746 -34.15900 33 4.5 1999 10 9 9 45 54.1000
KERMADEC3 1995-1999 cluster_2 180.858 -33.96300 33 4.8 1999 10 9 9 49 34.5800
KERMADEC3 1995-1999 cluster_2 180.652 -34.16500 51.3 4.5 1999 10 14 1 24 35.6100
KERMADEC3 1995-1999 cluster_2 180.793 -33.99800 33 4.5 1999 10 15 11 41 39.3600
KERMADEC3 1995-1999 cluster_3 181.119 -33.74700 33 4.5 1995 9 22 7 41 14.1000
KERMADEC3 1995-1999 cluster_3 181.276 -33.48800 33 4.7 1995 12 4 1 1 4.5800
KERMADEC3 1995-1999 cluster_3 181.3 -33.39200 33 4.7 1995 12 31 14 57 23.3100
KERMADEC3 1995-1999 cluster_3 182.029 -33.17200 33 4.7 1996 1 15 19 25 1.7900
KERMADEC3 1995-1999 cluster_3 181.747 -32.95300 14.2 6.1 1996 1 30 22 0 9.5800
KERMADEC3 1995-1999 cluster_3 181.32 -33.75200 33 4.6 1996 1 30 22 18 54.3800
KERMADEC3 1995-1999 cluster_3 181.702 -32.92100 33 6.4 1996 1 30 22 29 57.1500
KERMADEC3 1995-1999 cluster_3 181.636 -33.28000 33 4.6 1996 1 31 0 10 55.2300
KERMADEC3 1995-1999 cluster_3 181.482 -33.54100 33 4.8 1996 1 31 0 13 45.7900
KERMADEC3 1995-1999 cluster_3 181.634 -33.46200 33 4.6 1996 1 31 1 28 6.8400
KERMADEC3 1995-1999 cluster_3 181.607 -33.39400 33 4.6 1996 1 31 1 58 51.6700
KERMADEC3 1995-1999 cluster_3 181.61 -33.48300 33 4.7 1996 1 31 3 25 49.3700
KERMADEC3 1995-1999 cluster_3 181.547 -33.18900 20.1 5.4 1996 1 31 6 19 11.3100
KERMADEC3 1995-1999 cluster_3 181.425 -33.49500 33 4.9 1996 2 1 0 22 36.6900
KERMADEC3 1995-1999 cluster_3 181.309 -33.53100 33 4.5 1996 2 1 2 19 34.5600
KERMADEC3 1995-1999 cluster_3 181.542 -33.66200 33 4.7 1996 2 1 23 40 15.2300
KERMADEC3 1995-1999 cluster_3 180.981 -33.60800 80 4.8 1996 2 2 0 13 9.7800
KERMADEC3 1995-1999 cluster_3 181.721 -33.41600 33 4.5 1996 2 2 5 37 14.8500
KERMADEC3 1995-1999 cluster_3 181.826 -33.49500 33 4.6 1996 2 3 1 18 56.5300
KERMADEC3 1995-1999 cluster_3 181.422 -33.74300 50 4.5 1996 2 7 12 34 39.2300
KERMADEC3 1995-1999 cluster_4 181.273 -32.55700 50 4.6 1997 5 15 3 58 18.4600
KERMADEC3 1995-1999 cluster_4 181.083 -32.78700 33 5. 1997 5 25 2 8 47.6500
KERMADEC3 1995-1999 cluster_4 181.209 -32.94000 100 4.8 1997 6 15 1 32 48.3300
KERMADEC3 1995-1999 cluster_4 181.458 -32.90500 33 5.1 1997 6 16 15 40 22.7800
KERMADEC3 1995-1999 cluster_4 181.597 -33.17700 33 4.7 1997 6 16 16 50 50.1200
KERMADEC3 1995-1999 cluster_4 181.523 -33.12200 33 5.1 1997 6 17 4 59 27.8900
KERMADEC3 1995-1999 cluster_4 181.66 -32.85300 33 5.3 1997 6 18 19 31 54.6800
KERMADEC3 1995-1999 cluster_4 181.337 -32.99500 33 5.1 1997 6 19 3 2 41.9800
KERMADEC3 1995-1999 cluster_5 181.43 -32.66000 100 4.5 1996 7 8 23 43 19.0600
KERMADEC3 1995-1999 cluster_5 181.169 -32.65200 33 4.6 1996 7 19 17 0 48.2400
KERMADEC3 1995-1999 cluster_5 181.482 -32.93400 33 4.5 1996 9 5 18 39 12.3900
KERMADEC3 1995-1999 cluster_5 181.319 -32.60400 33 4.8 1996 9 5 21 44 9.1300
KERMADEC3 1995-1999 cluster_5 181.47 -32.65300 33 5.5 1996 9 7 10 31 58.4200
KERMADEC3 1995-1999 cluster_5 181.525 -32.55100 33 4.9 1996 9 7 11 23 31.6500
KERMADEC3 1995-1999 cluster_5 181.394 -32.54600 33 4.6 1996 9 7 12 28 57.1500
HIKURANGI 1995-1999 cluster_1 178.79901 -37.99200 10 4.6 1995 10 12 12 20 45.4100
HIKURANGI 1995-1999 cluster_1 178.40302 -38.02600 10 4.7 1995 10 12 15 37 37.2600
HIKURANGI 1995-1999 cluster_1 178.67801 -38.04100 10 4.6 1995 10 12 16 4 22.1100
HIKURANGI 1995-1999 cluster_1 178.76001 -37.58900 33 5.1 1995 11 24 9 21 14.8200
HIKURANGI 1995-1999 cluster_1 178.23502 -37.73700 33 4.8 1995 11 24 21 53 22.0800
VANUATU1 1995-1999 cluster_2 171.11401 -22.56600 33 4.8 1995 7 12 15 40 9.3400
VANUATU1 1995-1999 cluster_2 171.54701 -22.86000 33 4.6 1995 9 7 20 38 40.6300
VANUATU1 1995-1999 cluster_2 171.29601 -22.76600 33 4.9 1995 11 14 4 51 8.7700
VANUATU1 1995-1999 cluster_2 171.06801 -22.61900 55.8 5.4 1996 1 9 15 24 41.2800
VANUATU1 1995-1999 cluster_2 171.21901 -22.45200 63.6 5.6 1996 1 18 3 6 47.4800
VANUATU2 1995-1999 cluster_1 168.41801 -18.76400 33 4.7 1996 12 16 17 12 23.9000
VANUATU2 1995-1999 cluster_1 168.73601 -19.16900 33 5.5 1997 3 23 15 49 39.6800
VANUATU2 1995-1999 cluster_1 168.72801 -19.17100 41.6 6.1 1997 4 27 0 31 32.5400
VANUATU2 1995-1999 cluster_1 168.70201 -19.04700 103.7 4.6 1997 4 27 7 8 8.0100
VANUATU2 1995-1999 cluster_1 168.77200 -19.07300 33 4.8 1997 5 11 22 37 19.2200
VANUATU2 1995-1999 cluster_1 168.54701 -18.80200 33 4.7 1997 5 15 8 22 10.8800
VANUATU2 1995-1999 cluster_2 169.38600 -18.60400 200 4.7 1996 12 30 6 55 33.0200
VANUATU2 1995-1999 cluster_2 169.44501 -18.95500 33 4.7 1997 1 20 20 57 56.3700
VANUATU2 1995-1999 cluster_2 169.48201 -19.02800 250 4.5 1997 2 14 23 32 31.8400
VANUATU2 1995-1999 cluster_2 169.45801 -19.01900 33 4.9 1997 3 19 17 17 27.8900
VANUATU2 1995-1999 cluster_2 169.46301 -18.66300 100 4.9 1997 3 21 22 46 55.1800
VANUATU2 1995-1999 cluster_2 169.49901 -19.00700 300 4.5 1997 4 9 14 54 15.1100
VANUATU2 1995-1999 cluster_3 169.17801 -19.07600 33 4.8 1995 12 20 3 27 37.2400
VANUATU2 1995-1999 cluster_3 168.89201 -19.54200 33 5.3 1996 1 13 0 7 23.9400
VANUATU2 1995-1999 cluster_3 169.17101 -19.09200 227.4 4.7 1996 1 15 17 49 21.0100
VANUATU2 1995-1999 cluster_3 168.96400 -19.29200 144 4.6 1996 1 29 22 5 20.8900
VANUATU2 1995-1999 cluster_3 169.26501 -19.42000 150 4.7 1996 2 1 21 0 8.3500
VANUATU2 1995-1999 cluster_3 169.19200 -19.39400 33 4.9 1996 2 12 5 9 27.0100
VANUATU2 1995-1999 cluster_4 168.19301 -19.89900 10 6.2 1999 4 2 17 5 47.1100
VANUATU2 1995-1999 cluster_4 168.08701 -19.90200 10 4.6 1999 4 2 20 16 32.5500
VANUATU2 1995-1999 cluster_4 168.07501 -19.86700 10 5. 1999 4 6 0 33 13.3600
VANUATU2 1995-1999 cluster_4 168.44200 -20.10300 33 4.8 1999 4 8 16 3 6.2900
VANUATU2 1995-1999 cluster_4 168.57501 -20.03600 42.8 5.9 1999 4 12 9 41 16.3700
VANUATU2 1995-1999 cluster_4 168.18800 -19.95300 33 4.5 1999 5 3 6 4 7.4300
VANUATU2 1995-1999 cluster_4 168.19301 -19.99100 33 4.5 1999 5 3 19 18 14.4300
VANUATU3 1995-1999 cluster_2 167.75700 -17.52800 33 4.8 1998 9 18 14 21 14.9600
VANUATU3 1995-1999 cluster_2 167.83200 -17.20200 33 5.8 1998 9 30 3 3 56.8100
VANUATU3 1995-1999 cluster_2 167.66000 -17.43100 10 4.8 1998 9 30 6 54 10.3200
VANUATU3 1995-1999 cluster_2 167.76300 -17.27500 33 5.9 1998 10 19 1 25 1.0100
VANUATU3 1995-1999 cluster_2 167.86401 -17.19800 33 5.4 1998 10 19 2 23 35.3400
VANUATU3 1995-1999 cluster_3 168.69101 -17.23600 33 4.5 1995 9 15 15 57 32.7900
VANUATU3 1995-1999 cluster_3 168.62100 -16.98800 255 4.8 1996 4 9 6 12 49.2400
VANUATU3 1995-1999 cluster_3 168.76300 -17.38300 200 4.7 1996 8 2 0 34 38.9100
VANUATU3 1995-1999 cluster_3 169.01100 -17.37000 100 4.7 1997 2 6 23 56 35.4400
VANUATU3 1995-1999 cluster_3 168.49701 -17.26700 250 4.5 1997 7 15 19 45 18.6400
VANUATU3 1995-1999 cluster_4 167.90201 -18.44500 33 4.6 1997 9 28 8 39 34.8800
VANUATU3 1995-1999 cluster_4 167.54100 -17.68800 33 4.7 1998 2 23 18 24 40.7900
VANUATU3 1995-1999 cluster_4 167.77101 -18.12000 33 4.9 1998 2 23 18 37 33.0300
VANUATU3 1995-1999 cluster_4 167.65302 -18.04900 33 4.5 1998 2 24 13 22 1.7900
VANUATU3 1995-1999 cluster_4 167.75201 -18.16400 33 4.5 1998 2 24 14 17 11.5900
VANUATU3 1995-1999 cluster_4 167.74701 -18.08600 33 4.5 1998 2 25 16 23 1.3000
VANUATU3 1995-1999 cluster_4 167.60001 -18.23300 33 4.8 1998 5 24 18 58 38.5100
VANUATU3 1995-1999 cluster_5 168.29001 -18.23100 33 4.7 1998 6 18 3 33 56.4400
VANUATU3 1995-1999 cluster_5 168.43001 -18.03000 33 4.6 1998 7 5 6 28 14.2200
VANUATU3 1995-1999 cluster_5 168.22000 -18.27500 33 5.5 1998 7 12 0 14 5.3500
VANUATU3 1995-1999 cluster_5 168.19000 -18.34300 33 4.6 1998 7 12 3 8 10.5300
VANUATU3 1995-1999 cluster_5 168.20601 -18.30100 33 5.5 1998 7 17 2 18 58.2600
VANUATU3 1995-1999 cluster_5 168.16200 -18.30300 33 5.3 1998 7 18 5 54 42.0100
VANUATU3 1995-1999 cluster_5 168.17300 -18.36900 33 6.1 1998 7 18 16 41 19.4400
VANUATU3 1995-1999 cluster_5 168.17801 -18.31000 33 4.6 1998 7 19 21 58 43.5600
VANUATU4 1995-1999 cluster_1 166.94000 -13.99100 33 4.5 1998 7 6 0 29 58.0900
VANUATU4 1995-1999 cluster_1 166.86801 -13.94500 33 4.6 1998 7 21 1 12 40.4500
VANUATU4 1995-1999 cluster_1 166.94901 -14.30600 88 4.6 1998 8 1 16 41 29.4300
VANUATU4 1995-1999 cluster_1 166.99501 -14.09800 40.1 4.5 1998 8 15 1 2 26.7800
VANUATU4 1995-1999 cluster_1 166.73601 -14.16200 33 4.8 1998 8 18 6 30 34.4200
VANUATU4 1995-1999 cluster_1 167.15401 -13.74200 213.2 5.2 1998 8 19 2 7 24.0100
VANUATU4 1995-1999 cluster_1 166.97301 -14.14100 33 4.7 1998 9 2 17 37 14.3400
VANUATU4 1995-1999 cluster_1 167.06300 -13.95600 118.3 5.3 1998 9 20 14 40 17.3300
VANUATU4 1995-1999 cluster_1 166.87300 -13.92100 100 4.6 1998 9 22 21 56 27.8500
VANUATU4 1995-1999 cluster_1 167.14801 -13.71400 250 4.5 1998 11 26 8 55 58.9000
VANUATU4 1995-1999 cluster_2 166.95801 -14.01900 200 4.5 1996 11 26 17 2 42.3700
VANUATU4 1995-1999 cluster_2 167.08501 -14.42200 200 4.6 1996 12 5 10 22 44.6900
VANUATU4 1995-1999 cluster_2 166.64301 -14.15500 33 4.7 1997 1 2 17 44 39.6000
VANUATU4 1995-1999 cluster_2 166.83601 -14.16700 33 5.4 1997 1 2 18 20 20.8700
VANUATU4 1995-1999 cluster_2 166.77901 -14.18300 33 4.6 1997 1 2 19 24 33.1200
VANUATU4 1995-1999 cluster_2 166.23201 -13.85400 33 4.8 1997 4 22 13 25 59.8100
VANUATU4 1995-1999 cluster_2 166.35301 -13.79000 33 4.9 1997 4 22 13 57 45.7900
VANUATU4 1995-1999 cluster_2 166.39801 -13.85100 33 4.8 1997 4 22 20 34 38.1600
VANUATU4 1995-1999 cluster_2 166.76601 -14.13300 33 4.8 1997 4 22 22 50 57.4700
VANUATU4 1995-1999 cluster_2 166.78401 -14.13300 33 5.1 1997 4 23 0 5 49.7100
VANUATU4 1995-1999 cluster_2 166.94701 -14.13400 33 4.6 1997 4 23 0 13 41.7700
VANUATU4 1995-1999 cluster_2 166.77000 -14.08900 33 4.5 1997 4 23 0 22 22.1400
VANUATU4 1995-1999 cluster_2 166.48100 -14.15900 33 4.7 1997 4 26 1 12 4.5400
VANUATU4 1995-1999 cluster_3 167.99600 -15.50700 10 6. 1999 2 14 21 12 24.5800
VANUATU4 1995-1999 cluster_3 168.00101 -15.54000 33 5.1 1999 2 15 5 19 7.3700
VANUATU4 1995-1999 cluster_3 168.05000 -15.48200 33 5. 1999 2 26 7 41 19.6800
VANUATU4 1995-1999 cluster_3 167.59801 -15.51800 110.5 5.2 1999 3 25 8 11 8.0800
VANUATU4 1995-1999 cluster_3 167.66701 -15.44800 159.4 4.5 1999 4 10 20 44 31.3700
VANUATU4 1995-1999 cluster_4 167.51001 -15.41000 118 5. 1998 1 14 20 9 38.0200
VANUATU4 1995-1999 cluster_4 167.47501 -15.29600 115.2 5.3 1998 2 4 13 18 47.2600
VANUATU4 1995-1999 cluster_4 167.54701 -15.34100 106.7 4.8 1998 2 23 1 36 48.7300
VANUATU4 1995-1999 cluster_4 167.61401 -15.35300 100 5.2 1998 3 5 11 41 27.4700
VANUATU4 1995-1999 cluster_4 167.62601 -15.50200 100 4.6 1998 3 17 21 18 48.6000
VANUATU4 1995-1999 cluster_4 167.51300 -15.39200 127.8 4.7 1998 4 14 14 7 11.4600
VANUATU5 1995-1999 cluster_1 166.45201 -13.37700 33 5.5 1997 3 5 13 55 52.1500
VANUATU5 1995-1999 cluster_1 166.54100 -13.50000 33 6.2 1997 4 21 12 11 27.8600
VANUATU5 1995-1999 cluster_1 166.34401 -13.40600 33 6. 1997 4 21 12 15 56.8400
VANUATU5 1995-1999 cluster_1 166.45500 -13.67300 33 5.5 1997 4 21 12 23 46.2200
VANUATU5 1995-1999 cluster_1 166.42601 -13.54100 33 5.5 1997 4 21 12 28 28.2200
VANUATU5 1995-1999 cluster_1 166.36801 -13.57600 33 5.3 1997 4 21 12 39 10.1600
VANUATU6 1995-1999 cluster_1 161.41200 -10.61300 33 4.6 1996 1 7 7 2 43.7200
VANUATU6 1995-1999 cluster_1 161.33900 -10.67000 33 4.9 1996 1 7 17 56 24.9900
VANUATU6 1995-1999 cluster_1 161.41901 -10.77400 33 4.6 1996 1 8 1 9 44.0100
VANUATU6 1995-1999 cluster_1 161.39900 -10.74100 33 4.6 1996 1 8 4 23 10.4900
VANUATU6 1995-1999 cluster_1 161.44701 -10.70300 33 4.7 1996 1 8 7 28 31.6300
VANUATU6 1995-1999 cluster_2 165.54301 -11.15000 33 5.9 1999 12 28 23 56 6.7500
VANUATU6 1995-1999 cluster_2 165.31100 -11.16800 33 4.8 1999 12 29 14 11 6.0300
VANUATU6 1995-1999 cluster_2 165.38200 -11.14700 33 4.9 1999 12 29 19 43 32.9500
VANUATU6 1995-1999 cluster_2 165.32101 -11.21000 33 5.7 1999 12 29 20 59 31.4000
VANUATU6 1995-1999 cluster_2 165.33000 -11.16500 33 6.2 1999 12 29 22 53 57.1900
NEW_BRITAIN1 1995-1999 cluster_1 155.33801 -6.77800 33 5.3 1997 11 14 7 22 4.3800
NEW_BRITAIN1 1995-1999 cluster_1 155.35800 -6.77800 33 4.9 1997 11 14 9 36 22.9800
NEW_BRITAIN1 1995-1999 cluster_1 155.06900 -6.38600 33 4.7 1997 11 22 5 51 56.0300
NEW_BRITAIN1 1995-1999 cluster_1 155.33900 -6.78100 36.3 4.8 1997 11 22 7 55 48.2700
NEW_BRITAIN1 1995-1999 cluster_1 155.06900 -6.36400 130.5 4.9 1997 11 26 18 18 41.9600
NEW_BRITAIN2 1995-1999 cluster_10 153.87300 -5.37800 33 4.5 1996 8 27 13 49 54.7000
NEW_BRITAIN2 1995-1999 cluster_10 153.85400 -5.00800 33 4.5 1996 10 6 0 11 36.2200
NEW_BRITAIN2 1995-1999 cluster_10 153.92500 -5.20600 150 4.8 1996 10 27 20 49 55.8500
NEW_BRITAIN2 1995-1999 cluster_10 153.92900 -5.27400 150 4.8 1996 11 16 2 6 39.0000
NEW_BRITAIN2 1995-1999 cluster_10 153.91000 -5.26900 150 4.6 1996 11 27 16 16 23.4300
NEW_BRITAIN2 1995-1999 cluster_10 153.92801 -5.30400 150 4.6 1996 11 27 18 37 27.0800
NEW_BRITAIN2 1995-1999 cluster_10 153.86601 -5.39100 150 4.8 1996 11 28 9 49 8.1100
NEW_BRITAIN2 1995-1999 cluster_3 151.72000 -5.45300 56.1 5.4 1998 8 26 5 20 48.7000
NEW_BRITAIN2 1995-1999 cluster_3 151.75500 -5.49000 73.5 5. 1998 8 26 5 23 44.1500
NEW_BRITAIN2 1995-1999 cluster_3 151.91400 -5.73400 33 5. 1998 8 29 0 4 23.0400
NEW_BRITAIN2 1995-1999 cluster_3 151.85301 -5.31800 68.3 4.7 1998 8 30 6 5 44.2900
NEW_BRITAIN2 1995-1999 cluster_3 152.06100 -5.76600 41.3 5.5 1998 9 7 2 35 3.0100
NEW_BRITAIN2 1995-1999 cluster_3 152.07001 -5.79600 46.8 4.9 1998 9 7 2 43 34.8200
NEW_BRITAIN2 1995-1999 cluster_4 152.24800 -5.43400 33 4.8 1997 11 30 15 53 25.1400
NEW_BRITAIN2 1995-1999 cluster_4 152.12401 -5.40500 58 4.5 1997 12 11 7 24 20.3600
NEW_BRITAIN2 1995-1999 cluster_4 152.16701 -5.41100 33 4.5 1997 12 14 8 38 39.5700
NEW_BRITAIN2 1995-1999 cluster_4 152.06700 -5.43400 52.6 4.9 1997 12 15 1 27 14.3000
NEW_BRITAIN2 1995-1999 cluster_4 151.90401 -5.45200 55.8 5.4 1998 1 1 3 42 33.2000
NEW_BRITAIN2 1995-1999 cluster_4 152.00401 -5.51000 33 5. 1998 1 1 6 45 39.3500
NEW_BRITAIN2 1995-1999 cluster_4 151.96001 -5.45600 33 4.5 1998 1 2 6 27 15.8000
NEW_BRITAIN2 1995-1999 cluster_5 152.93901 -5.23000 33 4.8 1999 4 20 8 40 57.7500
NEW_BRITAIN2 1995-1999 cluster_5 152.97900 -5.61300 64.8 4.6 1999 4 23 8 2 45.9900
NEW_BRITAIN2 1995-1999 cluster_5 152.46201 -5.40300 58 4.6 1999 5 13 15 46 59.8100
NEW_BRITAIN2 1995-1999 cluster_5 152.73001 -5.19500 69.4 5.5 1999 5 17 9 6 39.8300
NEW_BRITAIN2 1995-1999 cluster_5 152.87701 -5.16500 27 6.6 1999 5 17 10 7 56.4500
NEW_BRITAIN2 1995-1999 cluster_5 152.76100 -5.20400 58.4 4.9 1999 5 17 10 47 38.3600
NEW_BRITAIN2 1995-1999 cluster_5 152.79100 -5.22800 69.9 4.5 1999 5 17 11 6 0.1700
NEW_BRITAIN2 1995-1999 cluster_5 152.73901 -5.19900 62.8 4.7 1999 5 17 11 16 6.3700
NEW_BRITAIN2 1995-1999 cluster_5 152.84801 -5.37000 59.4 4.8 1999 5 17 11 30 11.1000
NEW_BRITAIN2 1995-1999 cluster_5 152.27901 -5.63800 33 4.7 1999 5 22 12 6 58.4300
NEW_BRITAIN2 1995-1999 cluster_5 152.61801 -5.60100 33 5.7 1999 5 22 22 56 24.7600
NEW_BRITAIN2 1995-1999 cluster_5 152.51701 -5.51200 61.3 4.8 1999 5 23 9 19 56.2400
NEW_BRITAIN2 1995-1999 cluster_5 152.45601 -5.49100 33 4.5 1999 5 29 7 23 54.9100
