-92.521686216	13.9182661658	-200	-15.3369173569
-92.5295951789	13.9229508629	-199	-15.3330290786
-92.5375044625	13.927635305	-198	-15.3287392407
-92.5454140667	13.932319492	-197	-15.3241429663
-92.5533239918	13.9370034238	-196	-15.3193191407
-92.5612342378	13.9416871004	-195	-15.3143777839
-92.5691448048	13.9463705216	-194	-15.3093275092
-92.577055693	13.9510536872	-193	-15.3042067087
-92.5849669025	13.9557365974	-192	-15.2991256983
-92.5928784333	13.9604192518	-191	-15.2941996728
-92.6007902857	13.9651016504	-190	-15.2894615273
-92.6087024595	13.9697837932	-189	-15.2849420752
-92.6166149551	13.97446568	-188	-15.2807449038
-92.6245277725	13.9791473107	-187	-15.2769936822
-92.6324409118	13.9838286853	-186	-15.2737850986
-92.6403543731	13.9885098035	-185	-15.2711549869
-92.6482681565	13.9931906654	-184	-15.269110644
-92.6561822622	13.9978712708	-183	-15.2676643806
-92.6640966902	14.0025516197	-182	-15.2668630006
-92.6720114406	14.0072317118	-181	-15.2668477394
-92.6799265136	14.0119115472	-180	-15.2675831091
-92.6878419093	14.0165911257	-179	-15.2689889848
-92.6957576277	14.0212704472	-178	-15.2709942122
-92.703673669	14.0259495117	-177	-15.273695524
-92.7115900333	14.0306283189	-176	-15.2771355807
-92.7195067206	14.0353068689	-175	-15.2813428003
-92.7274237312	14.0399851616	-174	-15.286346432
-92.7353410651	14.0446631967	-173	-15.2921602382
-92.7432587224	14.0493409743	-172	-15.2988008048
-92.7511767032	14.0540184942	-171	-15.3062993048
-92.7590950076	14.0586957563	-170	-15.3146323122
-92.7670136358	14.0633727606	-169	-15.3237556918
-92.7749325878	14.0680495069	-168	-15.3337524443
-92.7828518637	14.0727259951	-167	-15.3446641612
-92.7907714638	14.0774022251	-166	-15.3564660241
-92.798691388	14.0820781968	-165	-15.3691011253
-92.8066116364	14.0867539102	-164	-15.3826055236
-92.8145322093	14.0914293651	-163	-15.3969967698
-92.8224531066	14.0961045615	-162	-15.4122225677
-92.8303743285	14.1007794991	-161	-15.4282320866
-92.8382958752	14.105454178	-160	-15.4450439408
-92.8462177466	14.110128598	-159	-15.4626685132
-92.854139943	14.1148027591	-158	-15.4810829869
-92.8620624644	14.119476661	-157	-15.5001859103
-92.8699853109	14.1241503038	-156	-15.5199462549
-92.8779084826	14.1288236873	-155	-15.5403744018
-92.8858319797	14.1334968115	-154	-15.5614085255
-92.8937558023	14.1381696762	-153	-15.58299506
-92.9016799504	14.1428422813	-152	-15.6050537826
-92.9096044242	14.1475146267	-151	-15.6275989392
-92.9175292238	14.1521867123	-150	-15.6505540499
-92.9254543493	14.1568585381	-149	-15.6738181883
-92.9333798007	14.1615301039	-148	-15.6973334561
-92.9413055783	14.1662014096	-147	-15.7210404853
-92.949231682	14.1708724552	-146	-15.7448573817
-92.9571581121	14.1755432405	-145	-15.7686732936
-92.9650848686	14.1802137654	-144	-15.792409106
-92.9730119516	14.1848840298	-143	-15.8160500738
-92.9809393613	14.1895540337	-142	-15.8394651503
-92.9888670977	14.1942237769	-141	-15.8624271695
-92.9967951609	14.1988932593	-140	-15.8850665016
-93.0047235511	14.2035624808	-139	-15.9075785151
-93.0126522684	14.2082314413	-138	-15.9298267885
-93.0205813129	14.2129001408	-137	-15.952050132
-93.0285106846	14.2175685791	-136	-15.9742990316
-93.0364403837	14.2222367562	-135	-15.9963865271
-93.0443704103	14.2269046718	-134	-16.0182751139
-93.0523007645	14.231572326	-133	-16.0399036877
-93.0602314465	14.2362397186	-132	-16.0611743506
-93.0681624562	14.2409068495	-131	-16.0819818821
-93.0760937939	14.2455737187	-130	-16.102281996
-93.0840254596	14.250240326	-129	-16.1220411451
-93.0919574534	14.2549066712	-128	-16.1412243442
-93.0998897755	14.2595727545	-127	-16.1597129916
-93.1078224259	14.2642385755	-126	-16.177409172
-93.1157554048	14.2689041343	-125	-16.1943228086
-93.1236887122	14.2735694306	-124	-16.2104205977
-93.1316223483	14.2782344646	-123	-16.2256318022
-93.1395563132	14.2828992359	-122	-16.2398938891
-93.147490607	14.2875637445	-121	-16.2532103291
-93.1554252298	14.2922279904	-120	-16.2655423323
-93.1633601817	14.2968919734	-119	-16.2768031775
-93.1712954628	14.3015556934	-118	-16.2869210653
-93.1792310732	14.3062191503	-117	-16.2959482179
-93.187167013	14.310882344	-116	-16.3038922298
-93.1951032824	14.3155452745	-115	-16.3106841861
-93.2030398814	14.3202079416	-114	-16.3162699655
-93.2109768102	14.3248703452	-113	-16.3206589376
-93.2189140688	14.3295324852	-112	-16.3238970977
-93.2268516573	14.3341943615	-111	-16.3259383179
-93.2347895759	14.3388559741	-110	-16.3267350233
-93.2427278247	14.3435173227	-109	-16.326347019
-93.2506664038	14.3481784074	-108	-16.3248010447
-93.2586053132	14.352839228	-107	-16.3220684315
-93.2665445532	14.3574997844	-106	-16.3181493316
-93.2744841237	14.3621600765	-105	-16.3130527962
-93.282424025	14.3668201043	-104	-16.3068456583
-93.2903642571	14.3714798675	-103	-16.2995372019
-93.2983048201	14.3761393662	-102	-16.2911532172
-93.3062457141	14.3807986001	-101	-16.2817318433
-93.3141869392	14.3854575693	-100	-16.2713023652
-93.3221284956	14.3901162736	-99	-16.2599121316
-93.3300703834	14.3947747129	-98	-16.2475922562
-93.3380126026	14.3994328871	-97	-16.234406636
-93.3459551533	14.4040907962	-96	-16.2203916608
-93.3538980358	14.4087484399	-95	-16.2056087205
-93.36184125	14.4134058182	-94	-16.190175292
-93.3697847961	14.4180629311	-93	-16.1741112158
